model_name,name,kernel_depth,kernel_height,kernel_width,tensor_count,input_shape,output_shape,tensor_shape,input_height,input_width,input_depth,output_height,output_width,output_depth
EfficientNet_B7,Conv2D,3,3,3,64,"(None, 601, 601, 3)","(None, 300, 300, 64)","(3, 3, 3)",601,601,3,300,300,64
EfficientNet_B7,DepthWiseConv,1,3,3,64,"(None, 300, 300, 64)","(None, 300, 300, 64)","(3, 3, 1)",300,300,64,300,300,64
EfficientNet_B7,PointWiseConv,64,1,1,16,"(None, 1, 1, 64)","(None, 1, 1, 16)","(1, 1, 64)",1,1,64,1,1,16
EfficientNet_B7,PointWiseConv,16,1,1,64,"(None, 1, 1, 16)","(None, 1, 1, 64)","(1, 1, 16)",1,1,16,1,1,64
EfficientNet_B7,PointWiseConv,64,1,1,32,"(None, 300, 300, 64)","(None, 300, 300, 32)","(1, 1, 64)",300,300,64,300,300,32
EfficientNet_B7,DepthWiseConv,1,3,3,32,"(None, 300, 300, 32)","(None, 300, 300, 32)","(3, 3, 1)",300,300,32,300,300,32
EfficientNet_B7,PointWiseConv,32,1,1,8,"(None, 1, 1, 32)","(None, 1, 1, 8)","(1, 1, 32)",1,1,32,1,1,8
EfficientNet_B7,PointWiseConv,8,1,1,32,"(None, 1, 1, 8)","(None, 1, 1, 32)","(1, 1, 8)",1,1,8,1,1,32
EfficientNet_B7,PointWiseConv,32,1,1,32,"(None, 300, 300, 32)","(None, 300, 300, 32)","(1, 1, 32)",300,300,32,300,300,32
EfficientNet_B7,DepthWiseConv,1,3,3,32,"(None, 300, 300, 32)","(None, 300, 300, 32)","(3, 3, 1)",300,300,32,300,300,32
EfficientNet_B7,PointWiseConv,32,1,1,8,"(None, 1, 1, 32)","(None, 1, 1, 8)","(1, 1, 32)",1,1,32,1,1,8
EfficientNet_B7,PointWiseConv,8,1,1,32,"(None, 1, 1, 8)","(None, 1, 1, 32)","(1, 1, 8)",1,1,8,1,1,32
EfficientNet_B7,PointWiseConv,32,1,1,32,"(None, 300, 300, 32)","(None, 300, 300, 32)","(1, 1, 32)",300,300,32,300,300,32
EfficientNet_B7,DepthWiseConv,1,3,3,32,"(None, 300, 300, 32)","(None, 300, 300, 32)","(3, 3, 1)",300,300,32,300,300,32
EfficientNet_B7,PointWiseConv,32,1,1,8,"(None, 1, 1, 32)","(None, 1, 1, 8)","(1, 1, 32)",1,1,32,1,1,8
EfficientNet_B7,PointWiseConv,8,1,1,32,"(None, 1, 1, 8)","(None, 1, 1, 32)","(1, 1, 8)",1,1,8,1,1,32
EfficientNet_B7,PointWiseConv,32,1,1,32,"(None, 300, 300, 32)","(None, 300, 300, 32)","(1, 1, 32)",300,300,32,300,300,32
EfficientNet_B7,PointWiseConv,32,1,1,192,"(None, 300, 300, 32)","(None, 300, 300, 192)","(1, 1, 32)",300,300,32,300,300,192
EfficientNet_B7,DepthWiseConv,1,3,3,192,"(None, 301, 301, 192)","(None, 150, 150, 192)","(3, 3, 1)",301,301,192,150,150,192
EfficientNet_B7,PointWiseConv,192,1,1,8,"(None, 1, 1, 192)","(None, 1, 1, 8)","(1, 1, 192)",1,1,192,1,1,8
EfficientNet_B7,PointWiseConv,8,1,1,192,"(None, 1, 1, 8)","(None, 1, 1, 192)","(1, 1, 8)",1,1,8,1,1,192
EfficientNet_B7,PointWiseConv,192,1,1,48,"(None, 150, 150, 192)","(None, 150, 150, 48)","(1, 1, 192)",150,150,192,150,150,48
EfficientNet_B7,PointWiseConv,48,1,1,288,"(None, 150, 150, 48)","(None, 150, 150, 288)","(1, 1, 48)",150,150,48,150,150,288
EfficientNet_B7,DepthWiseConv,1,3,3,288,"(None, 150, 150, 288)","(None, 150, 150, 288)","(3, 3, 1)",150,150,288,150,150,288
EfficientNet_B7,PointWiseConv,288,1,1,12,"(None, 1, 1, 288)","(None, 1, 1, 12)","(1, 1, 288)",1,1,288,1,1,12
EfficientNet_B7,PointWiseConv,12,1,1,288,"(None, 1, 1, 12)","(None, 1, 1, 288)","(1, 1, 12)",1,1,12,1,1,288
EfficientNet_B7,PointWiseConv,288,1,1,48,"(None, 150, 150, 288)","(None, 150, 150, 48)","(1, 1, 288)",150,150,288,150,150,48
EfficientNet_B7,PointWiseConv,48,1,1,288,"(None, 150, 150, 48)","(None, 150, 150, 288)","(1, 1, 48)",150,150,48,150,150,288
EfficientNet_B7,DepthWiseConv,1,3,3,288,"(None, 150, 150, 288)","(None, 150, 150, 288)","(3, 3, 1)",150,150,288,150,150,288
EfficientNet_B7,PointWiseConv,288,1,1,12,"(None, 1, 1, 288)","(None, 1, 1, 12)","(1, 1, 288)",1,1,288,1,1,12
EfficientNet_B7,PointWiseConv,12,1,1,288,"(None, 1, 1, 12)","(None, 1, 1, 288)","(1, 1, 12)",1,1,12,1,1,288
EfficientNet_B7,PointWiseConv,288,1,1,48,"(None, 150, 150, 288)","(None, 150, 150, 48)","(1, 1, 288)",150,150,288,150,150,48
EfficientNet_B7,PointWiseConv,48,1,1,288,"(None, 150, 150, 48)","(None, 150, 150, 288)","(1, 1, 48)",150,150,48,150,150,288
EfficientNet_B7,DepthWiseConv,1,3,3,288,"(None, 150, 150, 288)","(None, 150, 150, 288)","(3, 3, 1)",150,150,288,150,150,288
EfficientNet_B7,PointWiseConv,288,1,1,12,"(None, 1, 1, 288)","(None, 1, 1, 12)","(1, 1, 288)",1,1,288,1,1,12
EfficientNet_B7,PointWiseConv,12,1,1,288,"(None, 1, 1, 12)","(None, 1, 1, 288)","(1, 1, 12)",1,1,12,1,1,288
EfficientNet_B7,PointWiseConv,288,1,1,48,"(None, 150, 150, 288)","(None, 150, 150, 48)","(1, 1, 288)",150,150,288,150,150,48
EfficientNet_B7,PointWiseConv,48,1,1,288,"(None, 150, 150, 48)","(None, 150, 150, 288)","(1, 1, 48)",150,150,48,150,150,288
EfficientNet_B7,DepthWiseConv,1,3,3,288,"(None, 150, 150, 288)","(None, 150, 150, 288)","(3, 3, 1)",150,150,288,150,150,288
EfficientNet_B7,PointWiseConv,288,1,1,12,"(None, 1, 1, 288)","(None, 1, 1, 12)","(1, 1, 288)",1,1,288,1,1,12
EfficientNet_B7,PointWiseConv,12,1,1,288,"(None, 1, 1, 12)","(None, 1, 1, 288)","(1, 1, 12)",1,1,12,1,1,288
EfficientNet_B7,PointWiseConv,288,1,1,48,"(None, 150, 150, 288)","(None, 150, 150, 48)","(1, 1, 288)",150,150,288,150,150,48
EfficientNet_B7,PointWiseConv,48,1,1,288,"(None, 150, 150, 48)","(None, 150, 150, 288)","(1, 1, 48)",150,150,48,150,150,288
EfficientNet_B7,DepthWiseConv,1,3,3,288,"(None, 150, 150, 288)","(None, 150, 150, 288)","(3, 3, 1)",150,150,288,150,150,288
EfficientNet_B7,PointWiseConv,288,1,1,12,"(None, 1, 1, 288)","(None, 1, 1, 12)","(1, 1, 288)",1,1,288,1,1,12
EfficientNet_B7,PointWiseConv,12,1,1,288,"(None, 1, 1, 12)","(None, 1, 1, 288)","(1, 1, 12)",1,1,12,1,1,288
EfficientNet_B7,PointWiseConv,288,1,1,48,"(None, 150, 150, 288)","(None, 150, 150, 48)","(1, 1, 288)",150,150,288,150,150,48
EfficientNet_B7,PointWiseConv,48,1,1,288,"(None, 150, 150, 48)","(None, 150, 150, 288)","(1, 1, 48)",150,150,48,150,150,288
EfficientNet_B7,DepthWiseConv,1,3,3,288,"(None, 150, 150, 288)","(None, 150, 150, 288)","(3, 3, 1)",150,150,288,150,150,288
EfficientNet_B7,PointWiseConv,288,1,1,12,"(None, 1, 1, 288)","(None, 1, 1, 12)","(1, 1, 288)",1,1,288,1,1,12
EfficientNet_B7,PointWiseConv,12,1,1,288,"(None, 1, 1, 12)","(None, 1, 1, 288)","(1, 1, 12)",1,1,12,1,1,288
EfficientNet_B7,PointWiseConv,288,1,1,48,"(None, 150, 150, 288)","(None, 150, 150, 48)","(1, 1, 288)",150,150,288,150,150,48
EfficientNet_B7,PointWiseConv,48,1,1,288,"(None, 150, 150, 48)","(None, 150, 150, 288)","(1, 1, 48)",150,150,48,150,150,288
EfficientNet_B7,DepthWiseConv,1,5,5,288,"(None, 153, 153, 288)","(None, 75, 75, 288)","(5, 5, 1)",153,153,288,75,75,288
EfficientNet_B7,PointWiseConv,288,1,1,12,"(None, 1, 1, 288)","(None, 1, 1, 12)","(1, 1, 288)",1,1,288,1,1,12
EfficientNet_B7,PointWiseConv,12,1,1,288,"(None, 1, 1, 12)","(None, 1, 1, 288)","(1, 1, 12)",1,1,12,1,1,288
EfficientNet_B7,PointWiseConv,288,1,1,80,"(None, 75, 75, 288)","(None, 75, 75, 80)","(1, 1, 288)",75,75,288,75,75,80
EfficientNet_B7,PointWiseConv,80,1,1,480,"(None, 75, 75, 80)","(None, 75, 75, 480)","(1, 1, 80)",75,75,80,75,75,480
EfficientNet_B7,DepthWiseConv,1,5,5,480,"(None, 75, 75, 480)","(None, 75, 75, 480)","(5, 5, 1)",75,75,480,75,75,480
EfficientNet_B7,PointWiseConv,480,1,1,20,"(None, 1, 1, 480)","(None, 1, 1, 20)","(1, 1, 480)",1,1,480,1,1,20
EfficientNet_B7,PointWiseConv,20,1,1,480,"(None, 1, 1, 20)","(None, 1, 1, 480)","(1, 1, 20)",1,1,20,1,1,480
EfficientNet_B7,PointWiseConv,480,1,1,80,"(None, 75, 75, 480)","(None, 75, 75, 80)","(1, 1, 480)",75,75,480,75,75,80
EfficientNet_B7,PointWiseConv,80,1,1,480,"(None, 75, 75, 80)","(None, 75, 75, 480)","(1, 1, 80)",75,75,80,75,75,480
EfficientNet_B7,DepthWiseConv,1,5,5,480,"(None, 75, 75, 480)","(None, 75, 75, 480)","(5, 5, 1)",75,75,480,75,75,480
EfficientNet_B7,PointWiseConv,480,1,1,20,"(None, 1, 1, 480)","(None, 1, 1, 20)","(1, 1, 480)",1,1,480,1,1,20
